project_number,file_name,line_of_business,state,received_at_est,delivered_at_est,sla_met,is_urgent,qa_delivery_by,comment,status_hours,status_label,internal,dtp_1,new,fuzzy,total,dtp_2,pm,it_eng,qa,record_id,assigned_analyst_id,template_type,language_code,received_at_utc,delivered_at_utc,egnyte_direct_link,egnyte_file_path,egnyte_file_size_kb,created_by,updated_by,created_at,updated_at
MOHE-260520-4268,MHNY SWH STD Mbr Materials_08fff935-1247-4faf-ace1-21de12ac0388_ru,NY Molina SWH – PDF,NY,2026-05-19 18:00:00,2026-05-20 16:23:00,Y,,,,22.38,22.38 Consecutive Business Hours,,,,,,0,0,0,0,18d91f82-b4d3-41b7-ae71-740437793ee6,1,PDF,RUS,2026-05-19T22:00:00Z,2026-05-20T20:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260520-4268,MHNY SWH STD Mbr Materials_7c2eebba-444c-471c-a791-24d5dbb4f310_ru,NY Molina SWH – PDF,NY,2026-05-19 21:00:00,2026-05-20 16:23:00,Y,,,,8.39,8.39 Consecutive Business Hours,,,,,,0,0,0,0,81fea559-68a2-4752-a6e0-d46a1cca96a2,1,PDF,RUS,2026-05-20T01:00:00Z,2026-05-20T20:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260520-4268,MHNY SWH STD Care Plan_ea91fbf9-8725-409a-b7e4-862f02254559_ru,NY Molina SWH – PDF,NY,2026-05-19 21:00:00,2026-05-20 16:23:00,Y,,,,8.39,8.39 Consecutive Business Hours,,,,,,0,0,0,0,b517fdaa-8b2b-4916-b2bd-5502b6a6d32f,,PDF,RUS,2026-05-20T01:00:00Z,2026-05-20T20:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260521-4316,MHNY SWH STD Mbr Materials_a54c7f02-f2a6-42ce-a901-2fc7ba5f528d_ru,NY Molina SWH – PDF,NY,2026-05-20 15:00:00,2026-05-21 15:57:00,Y,,,,24.95,24.95 Consecutive Business Hours,,2.2,,,6289,0.77,0.51,0.92,0,3e3d0f98-cfec-47af-b10f-bd0fa1248942,,PDF,RUS,2026-05-20T19:00:00Z,2026-05-21T19:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260521-4316,MHNY SWH STD Mbr Materials_227c8c7d-9286-44ec-b799-fc098c1a506e_ru,NY Molina SWH – PDF,NY,2026-05-20 15:00:00,2026-05-21 15:57:00,Y,,,,24.95,24.95 Consecutive Business Hours,,,,,,0,0,0,0,055df8e1-b2ac-40c4-b625-ff36b641bb65,1,PDF,RUS,2026-05-20T19:00:00Z,2026-05-21T19:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260521-4316,MHNY SWH STD Mbr Materials_21e019f9-8f53-42da-a558-30bf0530dbfd_ru,NY Molina SWH – PDF,NY,2026-05-20 15:00:00,2026-05-21 15:57:00,Y,,,,24.95,24.95 Consecutive Business Hours,,,,,,0,0,0,0,2eff7b5c-3969-430e-b20c-1f370b70903b,1,PDF,RUS,2026-05-20T19:00:00Z,2026-05-21T19:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260521-4316,MHNY SWH STD Mbr Materials_ad39a22b-f59b-422b-9676-4624b201fdcc_ru,NY Molina SWH – PDF,NY,2026-05-20 15:00:00,2026-05-21 15:57:00,Y,,,,24.95,24.95 Consecutive Business Hours,,,,,,0,0,0,0,5a8bab82-c420-4722-be61-7b01da527ef8,1,PDF,RUS,2026-05-20T19:00:00Z,2026-05-21T19:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260521-4316,MHNY SWH STD Mbr Materials_8be691b5-2574-4d8d-bb59-8920d19f9da2_ru,NY Molina SWH – PDF,NY,2026-05-20 15:00:00,2026-05-21 15:57:00,Y,,,,24.95,24.95 Consecutive Business Hours,,,,,,0,0,0,0,2b30597c-550b-4ebe-b0c4-2042b39ee3ca,1,PDF,RUS,2026-05-20T19:00:00Z,2026-05-21T19:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260521-4316,MHNY SWH STD Advance Directive_04947524-1a66-4baf-958c-c00d17ec8626_ru,NY Molina SWH – PDF,NY,2026-05-20 18:00:00,2026-05-21 15:57:00,Y,,,,21.95,21.95 Consecutive Business Hours,,,,,,0,0,0,0,e4b82a66-20e2-4faa-a822-f9a8134cf8b0,1,PDF,RUS,2026-05-20T22:00:00Z,2026-05-21T19:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260521-4316,MHNY SWH STD Mbr Materials_d1f7eff9-57a6-4df0-871e-826a67b1b1ef_ru,NY Molina SWH – PDF,NY,2026-05-20 18:00:00,2026-05-21 15:57:00,Y,,,,21.96,21.96 Consecutive Business Hours,,,,,,0,0,0,0,16d0aff3-35f1-42ce-8db6-0ea954a42a0a,,PDF,RUS,2026-05-20T22:00:00Z,2026-05-21T19:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260521-4316,MHNY SWH STD Mbr Materials_25a424ef-1934-4536-b7da-e09ddd324fa8_ru,NY Molina SWH – PDF,NY,2026-05-20 18:00:00,2026-05-21 15:57:00,Y,,,,21.96,21.96 Consecutive Business Hours,,,,,,0,0,0,0,13f0f0c4-9f34-42d2-a3e6-8e4c9385f424,,PDF,RUS,2026-05-20T22:00:00Z,2026-05-21T19:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260521-4316,MHNY SWH STD Mbr Materials_b7b47ace-973b-40dc-8ebe-fba4cb7330a2_ru,NY Molina SWH – PDF,NY,2026-05-20 18:00:00,2026-05-21 15:57:00,Y,,,,21.96,21.96 Consecutive Business Hours,,,,,,0,0,0,0,d6ad7156-a8ba-43b6-b21d-b15f94250aeb,,PDF,RUS,2026-05-20T22:00:00Z,2026-05-21T19:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260521-4316,MHNY SWH STD Mbr Materials_4e3e3bf9-3b29-46ae-aeff-ebdb5dbe9688_ru,NY Molina SWH – PDF,NY,2026-05-20 18:00:00,2026-05-21 15:57:00,Y,,,,21.95,21.95 Consecutive Business Hours,,,,,,0,0,0,0,93f821cb-a029-4a89-9bac-133fe6d21369,1,PDF,RUS,2026-05-20T22:00:00Z,2026-05-21T19:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260521-4316,MHNY SWH STD UTC_535b9024-7fb8-42bc-a44c-f19c0e6b61f5_ru,NY Molina SWH – PDF,NY,2026-05-21 06:00:00,2026-05-21 15:57:00,Y,,,,7.96,7.96 Consecutive Business Hours,,,,,,0,0,0,0,62cab7b4-b0d1-44bb-9af2-3847a74a4483,1,PDF,RUS,2026-05-21T10:00:00Z,2026-05-21T19:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_61c3af73-146d-4e8a-b5a3-f030acb9e0a8_ru,NY Molina SWH – PDF,NY,2026-05-21 15:01:00,2026-05-22 16:33:00,Y,,,,25.54,25.54 Consecutive Business Hours,,2.6,0,0,7143,0.91,0.6,1.09,0,16525f98-eeda-4bd2-a586-7816fee18f42,,PDF,RUS,2026-05-21T19:01:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_8857a6f4-01f0-4eb2-8408-3845ab161fd8_ru,NY Molina SWH – PDF,NY,2026-05-21 15:01:00,2026-05-22 16:33:00,Y,,,,25.54,25.54 Consecutive Business Hours,,,,,,0,0,0,0,0bf2ada9-6b29-403f-bf9b-221f55a8ac0c,1,PDF,RUS,2026-05-21T19:01:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_b6324a4e-66dc-483c-acd2-39ccee80b69e_ru,NY Molina SWH – PDF,NY,2026-05-21 15:01:00,2026-05-22 16:33:00,Y,,,,25.54,25.54 Consecutive Business Hours,,,,,,0,0,0,0,f62e5d88-e448-46c5-ba1d-0cb3398ddc7f,1,PDF,RUS,2026-05-21T19:01:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_7bb1ab13-2228-4c79-9a4e-ed3ebc8dc8f1_ru,NY Molina SWH – PDF,NY,2026-05-21 15:01:00,2026-05-22 16:33:00,Y,,,,25.54,25.54 Consecutive Business Hours,,,,,,0,0,0,0,961ffe68-36f4-4faf-8c78-ac9c5b649a90,1,PDF,RUS,2026-05-21T19:01:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_a13ca279-a3de-4dde-8f03-20aaf9f45c9c_ru,NY Molina SWH – PDF,NY,2026-05-21 15:01:00,2026-05-22 16:33:00,Y,,,,25.54,25.54 Consecutive Business Hours,,,,,,0,0,0,0,b77e6763-40fa-4ead-a0e0-e35e7bf6be21,1,PDF,RUS,2026-05-21T19:01:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_4f6b9b2c-730f-4327-abb8-23fb1cca7622_ru,NY Molina SWH – PDF,NY,2026-05-21 15:01:00,2026-05-22 16:33:00,Y,,,,25.54,25.54 Consecutive Business Hours,,,,,,0,0,0,0,3495e755-d9dc-46db-9c19-ed21572d2e48,,PDF,RUS,2026-05-21T19:01:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_2789fc3b-8bf1-4af9-88d2-8a7d8e32a09d_ru,NY Molina SWH – PDF,NY,2026-05-21 15:01:00,2026-05-22 16:33:00,Y,,,,25.53,25.53 Consecutive Business Hours,,,,,,0,0,0,0,cf7977cb-5873-41e2-90ce-5821d2d0bfc2,,PDF,RUS,2026-05-21T19:01:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_ace2cd80-3395-4b94-896b-247a733cbf75_ru,NY Molina SWH – PDF,NY,2026-05-21 18:00:00,2026-05-22 16:33:00,Y,,,,22.55,22.55 Consecutive Business Hours,,,,,,0,0,0,0,b5c923c7-621c-4bcc-a341-3adec4aa7fbf,,PDF,RUS,2026-05-21T22:00:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_473910ba-1de7-4488-b7a4-dfb578936caa_ru,NY Molina SWH – PDF,NY,2026-05-21 18:00:00,2026-05-22 16:33:00,Y,,,,22.55,22.55 Consecutive Business Hours,,,,,,0,0,0,0,9a8803ee-c4d8-4c2c-b19d-6fb0676fb793,1,PDF,RUS,2026-05-21T22:00:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Advance Directive_21b44346-f1ba-444c-af8e-2576a3b05f9d_ru,NY Molina SWH – PDF,NY,2026-05-21 18:00:00,2026-05-22 16:33:00,Y,,,,22.55,22.55 Consecutive Business Hours,,,,,,0,0,0,0,20e2cde0-4dc5-4f2e-bfe9-91fba969b971,,PDF,RUS,2026-05-21T22:00:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_b0b5c8c1-6d44-4796-9bd8-0b6a823406a8_ru,NY Molina SWH – PDF,NY,2026-05-21 21:00:00,2026-05-22 16:33:00,Y,,,,8.56,8.56 Consecutive Business Hours,,,,,,0,0,0,0,61d07985-184a-4f31-a351-ce2242d5cc36,1,PDF,RUS,2026-05-22T01:00:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_191cf303-f7be-48db-b61e-c03ce2d36d8b_ru,NY Molina SWH – PDF,NY,2026-05-22 00:00:00,2026-05-22 16:33:00,Y,,,,8.56,8.56 Consecutive Business Hours,,,,,,0,0,0,0,e2318098-1336-407a-8867-be6909347776,,PDF,RUS,2026-05-22T04:00:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260522-4366,MHNY SWH STD Mbr Materials_67ebef3d-018b-4ef3-bfe4-24a494b9ba92_ru,NY Molina SWH – PDF,NY,2026-05-22 00:00:00,2026-05-22 16:33:00,Y,,,,8.56,8.56 Consecutive Business Hours,,,,,,0,0,0,0,92a4f9aa-8188-4fd2-8eef-41f33e091a29,1,PDF,RUS,2026-05-22T04:00:00Z,2026-05-22T20:33:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260526-4439,MHNY SWH STD Mbr Materials_fbbc2868-8627-440a-84c3-50bc115c69a2_ru,NY Molina SWH – PDF,NY,2026-05-22 18:00:00,2026-05-26 17:45:00,Y,,,,23.74,23.74 Consecutive Business Hours,,2.6,385,103,17112,0.91,0.6,1.09,0,77b42105-1ff9-49b8-917a-2f6cba9aafeb,,PDF,RUS,2026-05-22T22:00:00Z,2026-05-26T21:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260526-4439,MHNY SWH STD Mbr Materials_7d624b75-3c5e-421f-9a3d-c12fc49b379c_ru,NY Molina SWH – PDF,NY,2026-05-24 06:00:00,2026-05-26 17:44:00,Y,,,,9.75,9.75 Consecutive Business Hours,,,,,,0,0,0,0,1974109e-837a-4be4-934d-6a2ce5125085,,PDF,RUS,2026-05-24T10:00:00Z,2026-05-26T21:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260526-4439,MHNY SWH STD Mbr Materials_b80a37c1-e91e-452a-8516-054c8f256ce6_ru,NY Molina SWH – PDF,NY,2026-05-24 06:00:00,2026-05-26 17:45:00,Y,,,,9.75,9.75 Consecutive Business Hours,,,,,,0,0,0,0,96682ed1-24e6-4af1-8daf-a32b02ce4a4e,,PDF,RUS,2026-05-24T10:00:00Z,2026-05-26T21:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260526-4439,MHNY SWH STD Care Plan_b27c00ed-2cdc-4a4b-90b2-016b157f9abb_ru,NY Molina SWH – PDF,NY,2026-05-24 15:00:00,2026-05-26 17:44:00,Y,,,,9.75,9.75 Consecutive Business Hours,,,,,,0,0,0,0,b23f85a4-c9cc-496c-bec0-f0de05014645,1,PDF,RUS,2026-05-24T19:00:00Z,2026-05-26T21:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260526-4439,MHNY SWH STD Mbr Materials_93683f48-ea9e-43cb-826c-0b5320713267_ru,NY Molina SWH – PDF,NY,2026-05-24 15:00:00,2026-05-26 17:44:00,Y,,,,9.75,9.75 Consecutive Business Hours,,,,,,0,0,0,0,551f8f86-e338-41cf-a363-8ec2d17a39e9,,PDF,RUS,2026-05-24T19:00:00Z,2026-05-26T21:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD Mbr Materials_40ca0264-6341-467a-8570-7771440134ca_ru,NY Molina SWH – PDF,NY,2026-05-26 15:00:00,2026-05-28 17:25:00,Y,,,,50.41,50.41 Consecutive Business Hours,,2.4,,,6481,0.84,0.55,1.01,0,0acaf1a5-6511-437c-a322-4bbab04a5662,1,PDF,RUS,2026-05-26T19:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD Mbr Materials_d3ea4316-b54d-4c66-96f2-530ceb0c52d7_ru,NY Molina SWH – PDF,NY,2026-05-26 15:00:00,2026-05-28 17:25:00,Y,,,,50.41,50.41 Consecutive Business Hours,,,,,,0,0,0,0,92378653-7f4e-4beb-88cd-fc967b03ea98,1,PDF,RUS,2026-05-26T19:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD Mbr Materials_638acee9-70a7-4d33-be01-69317ecf93c9_ru,NY Molina SWH – PDF,NY,2026-05-26 15:00:00,2026-05-28 17:25:00,Y,,,,50.41,50.41 Consecutive Business Hours,,,,,,0,0,0,0,e4f94971-26b4-48b0-8d37-f5c6c5f53f9b,1,PDF,RUS,2026-05-26T19:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD UTC_c5e6368c-944e-4e5b-ae24-589b15645f3e_ru,NY Molina SWH – PDF,NY,2026-05-26 15:00:00,2026-05-28 17:25:00,Y,,,,50.41,50.41 Consecutive Business Hours,,,,,,0,0,0,0,ee8c80e9-5bd6-4663-ae57-09909dde3e1a,1,PDF,RUS,2026-05-26T19:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD Mbr Materials_93a1b91c-91b4-453e-9585-d34b33b583f7_ru,NY Molina SWH – PDF,NY,2026-05-26 15:00:00,2026-05-28 17:25:00,Y,,,,50.41,50.41 Consecutive Business Hours,,,,,,0,0,0,0,219f4d4b-5247-45b3-903e-37dcec789e8a,1,PDF,RUS,2026-05-26T19:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD Mbr Materials_dd311012-fa9c-4e65-b1bc-ce597113ad57_ru,NY Molina SWH – PDF,NY,2026-05-26 21:00:00,2026-05-28 17:25:00,Y,,,,33.42,33.42 Consecutive Business Hours,,,,,,0,0,0,0,c9d905b2-8b1a-4be0-880b-f81a2a2bba55,1,PDF,RUS,2026-05-27T01:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD Mbr Materials_08a36648-5fd7-48b1-90b3-f627a8b3ced0_ru,NY Molina SWH – PDF,NY,2026-05-26 21:00:00,2026-05-28 17:25:00,Y,,,,33.42,33.42 Consecutive Business Hours,,,,,,0,0,0,0,74d58fad-f320-4b3a-bc44-bee7a3c430c8,2,PDF,RUS,2026-05-27T01:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD Mbr Materials_5df0a733-d89d-4087-b5ca-21b325d8b36e_ru,NY Molina SWH – PDF,NY,2026-05-26 21:00:00,2026-05-28 17:25:00,Y,,,,33.42,33.42 Consecutive Business Hours,,,,,,0,0,0,0,b1033fc1-5e9f-42a2-8ee4-e0e38331f32e,2,PDF,RUS,2026-05-27T01:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD Mbr Materials_f8e971a7-1fa0-4f49-9885-c60d8bb992b4_ru,NY Molina SWH – PDF,NY,2026-05-26 21:00:00,2026-05-28 17:25:00,Y,,,,33.42,33.42 Consecutive Business Hours,,,,,,0,0,0,0,acf7da3c-3fb2-4bb4-a262-b500551e0a11,2,PDF,RUS,2026-05-27T01:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD Mbr Materials_cb8ccea3-f7fd-421d-abad-4e96dc6830e0_ru,NY Molina SWH – PDF,NY,2026-05-26 21:00:00,2026-05-28 17:25:00,Y,,,,33.42,33.42 Consecutive Business Hours,,,,,,0,0,0,0,5ed853be-b88b-47bd-a790-a030734d7c33,2,PDF,RUS,2026-05-27T01:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD Mbr Materials_489e3a66-83e2-4c56-ba65-a392cb43fcb7_ru,NY Molina SWH – PDF,NY,2026-05-26 21:00:00,2026-05-28 17:25:00,Y,,,,33.42,33.42 Consecutive Business Hours,,,,,,0,0,0,0,79a0324c-cff1-416d-a224-e52a7493a689,2,PDF,RUS,2026-05-27T01:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260527-4510,MHNY SWH STD Mbr Materials_3918d98a-98b0-43aa-98d8-ac88cf97074a_ru,NY Molina SWH – PDF,NY,2026-05-27 03:00:00,2026-05-28 17:25:00,Y,,,,33.42,33.42 Consecutive Business Hours,,,,,,0,0,0,0,7a0f04c9-90dd-4e83-97f4-bc8e451c38a5,2,PDF,RUS,2026-05-27T07:00:00Z,2026-05-28T21:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260528-4537,MHNY SWH STD Mbr Materials_f9b4f046-e8ec-4b7c-97b5-06506e829bd0_ru,NY Molina SWH – PDF,NY,2026-05-27 18:00:00,2026-05-29 18:12:00,Y,,,,48.19,48.19 Consecutive Business Hours,,0.6,,,1637,0.21,0.14,0.25,0,18c1179d-a06d-40f8-84a4-6483bd4d2c66,2,PDF,RUS,2026-05-27T22:00:00Z,2026-05-29T22:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260528-4537,MHNY SWH STD Mbr Materials_9805e917-5ce2-449c-a9da-40a278c6d1af_ru,NY Molina SWH – PDF,NY,2026-05-27 18:00:00,2026-05-29 18:12:00,Y,,,,48.19,48.19 Consecutive Business Hours,,,,,,0,0,0,0,40450714-2d3e-463f-b3ba-cb1ef57f68be,2,PDF,RUS,2026-05-27T22:00:00Z,2026-05-29T22:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260528-4537,MHNY SWH STD Mbr Materials_bf29f785-9814-47c5-8862-98ba36b3f523_ru,NY Molina SWH – PDF,NY,2026-05-27 18:00:00,2026-05-29 18:12:00,Y,,,,48.19,48.19 Consecutive Business Hours,,,,,,0,0,0,0,122101cf-b1dd-447c-8254-4e6584b6603a,2,PDF,RUS,2026-05-27T22:00:00Z,2026-05-29T22:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260528-4537,MHNY SWH STD Mbr Materials_d9bbac06-1ba5-4e50-a473-b51aa335dabe_ru,NY Molina SWH – PDF,NY,2026-05-27 15:00:00,2026-05-29 11:43:00,Y,,,,44.71,44.71 Consecutive Business Hours,,0.6,0,0,1699,0.21,0.14,0.25,0,105a178b-88f7-4403-833e-71e3b612429e,2,PDF,RUS,2026-05-27T19:00:00Z,2026-05-29T15:43:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260528-4537,MHNY SWH STD Mbr Materials_b1faa8a6-861c-4b02-8a50-32b022675503_ru,NY Molina SWH – PDF,NY,2026-05-27 15:00:00,2026-05-29 11:43:00,Y,,,,44.71,44.71 Consecutive Business Hours,,,,,,0,0,0,0,9512d084-781c-437f-8f8d-44eda5df78a2,,PDF,RUS,2026-05-27T19:00:00Z,2026-05-29T15:43:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260528-4537,MHNY SWH STD Advance Directive_d4bfa51e-0c63-449c-be7b-69775e2ffe9e_ru,NY Molina SWH – PDF,NY,2026-05-27 15:00:00,2026-05-29 11:43:00,Y,,,,44.71,44.71 Consecutive Business Hours,,,,,,0,0,0,0,d853df03-5cf2-47b1-977b-36afd4472ee4,,PDF,RUS,2026-05-27T19:00:00Z,2026-05-29T15:43:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD Care Plan_2edb94bd-44ed-4df3-b29b-9461251a4018_ru,NY Molina SWH – PDF,NY,2026-05-28 15:00:00,2026-05-29 15:29:00,Y,,,,24.48,24.48 Consecutive Business Hours,,2.4,96,69,11635,0.84,0.55,1.01,0,80ad0441-8df0-4d6f-a373-23cf04d9b298,,PDF,RUS,2026-05-28T19:00:00Z,2026-05-29T19:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD Mbr Materials_20efeb8a-1868-4531-8795-236d3396e205_ru,NY Molina SWH – PDF,NY,2026-05-28 15:00:00,2026-05-29 15:10:00,Y,,,,24.16,24.16 Consecutive Business Hours,,,,,,0,0,0,0,684adce4-11b6-4280-b569-71d9e5c05840,,PDF,RUS,2026-05-28T19:00:00Z,2026-05-29T19:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD Mbr Materials_33c47d67-efe6-497d-b216-a34525f33a91_ru,NY Molina SWH – PDF,NY,2026-05-28 15:00:00,2026-05-29 15:10:00,Y,,,,24.16,24.16 Consecutive Business Hours,,,,,,0,0,0,0,f4382b6f-9a17-4d1d-a6c2-86e3f5f290d4,,PDF,RUS,2026-05-28T19:00:00Z,2026-05-29T19:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD Mbr Materials_1f05de48-bb3a-4311-a78f-f5bccbd444b1_ru,NY Molina SWH – PDF,NY,2026-05-28 15:00:00,2026-05-29 15:10:00,Y,,,,24.16,24.16 Consecutive Business Hours,,,,,,0,0,0,0,95954dc0-588a-4aa8-aa42-206a40aca3fb,,PDF,RUS,2026-05-28T19:00:00Z,2026-05-29T19:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD Mbr Materials_b545590b-e9e6-4cd1-ad19-34805000bb5b_ru,NY Molina SWH – PDF,NY,2026-05-28 15:00:00,2026-05-29 15:10:00,Y,,,,24.16,24.16 Consecutive Business Hours,,,,,,0,0,0,0,cfb57c73-52f1-49fd-b1d7-0848f972d12e,,PDF,RUS,2026-05-28T19:00:00Z,2026-05-29T19:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD Mbr Materials_8b84f99f-6eae-467f-b728-7ff7b5c31073_ru,NY Molina SWH – PDF,NY,2026-05-28 15:00:00,2026-05-29 15:10:00,Y,,,,24.16,24.16 Consecutive Business Hours,,,,,,0,0,0,0,dfa06386-a21f-4b48-b839-c033402058b0,,PDF,RUS,2026-05-28T19:00:00Z,2026-05-29T19:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD Advance Directive_138577b0-c8ed-4275-814c-95f6776da60c_ru,NY Molina SWH – PDF,NY,2026-05-28 15:00:00,2026-05-29 15:10:00,Y,,,,24.16,24.16 Consecutive Business Hours,,,,,,0,0,0,0,7cea9ba4-6724-40ce-86a3-7a185e0394bf,2,PDF,RUS,2026-05-28T19:00:00Z,2026-05-29T19:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
